reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
84eeded5-2f0a-4610-83bf-81e666e887af,Heitor Alves,https://play-lh.googleusercontent.com/a/ACg8ocL0ad51GKFmqN3Z4CZjQwulIkt2JSywfYGZBT8JXIsiKUcKCg=mo,e muito bom o app,5,0,9.49.51-minApi28,2026-06-19 22:02:31,,,9.49.51-minApi28
04b9aa1c-7304-47fd-bc64-3609221ba9b1,Isaura Costurando sonhos,https://play-lh.googleusercontent.com/a-/ALV-UjVxfcUKxTzaHXUGcfBGOHO1nR1u1J-kUbquicx_5EUxJpDIgCE,faz muitos anos que uso recomendo,5,0,9.49.51-minApi28,2026-06-19 21:43:32,,,9.49.51-minApi28
4df12e2a-4a4b-48d7-a1c5-8762312f3ba0,Adilson Belizário,https://play-lh.googleusercontent.com/a/ACg8ocKJNkxe_rVl8kd2lXdxPyaVfZDA0_o9Wfm5-uvv1kBgkWy-vA=mo,um dos melhores banco que já tive.. muito obrigado nubk pela oportunidade..,5,0,,2026-06-19 21:42:06,,,
e88f47dd-57bd-427e-89ea-0bc529ee73eb,Johan Navarro,https://play-lh.googleusercontent.com/a-/ALV-UjUACkkarWupBrYYGPOcSu48dL3ibiB-MXI03pQh3VSsDdXwMfuyEQ,"Fui atendido pela Roberta, olha, eu não sei quem é, de onde é, mas pensa numa profissional excelente, resolveu meu problema com golpe em menos de 25 minutos e me extornou o valor. Nubank é um banco de ponta.",5,0,8.97.22-minApi28,2026-06-19 21:26:31,,,8.97.22-minApi28
54278425-e2b9-40fd-8578-8f4919720a62,Geovanna Gabriely,https://play-lh.googleusercontent.com/a/ACg8ocIvdDnHFecXxy822IsTdkQt6EI8STpAOI8UGT-bqjw8xQUVrw=mo,faz dias que o banco não consegue autorização pra criar conta,1,0,9.49.51-minApi28,2026-06-19 21:22:34,,,9.49.51-minApi28
dba38c18-4a9a-460e-bdea-c1741564e35f,Romildo,https://play-lh.googleusercontent.com/a/ACg8ocJxInTrz3ngKoNnD0GV0JT4mQeSPB4IPY7H4PhDovU0htfHhA=mo,boa,5,0,9.49.51-minApi28,2026-06-19 21:16:56,,,9.49.51-minApi28
5d253dc7-f791-47e7-a7e0-0419061fe5d3,Joyce Maria Maria,https://play-lh.googleusercontent.com/a-/ALV-UjVJh1uvfnjc4oAY-JoFHRup-Sd088K5djn_4OHH6jtRllpn9Qs9zA,o pior banco que existe,1,0,9.49.51-minApi28,2026-06-19 21:03:51,,,9.49.51-minApi28
7f2a2d16-e775-432e-b7ce-1b0062e16c79,Lauro Gonçalves,https://play-lh.googleusercontent.com/a/ACg8ocJCubz9hV1caUJlaHgQURz_SKxMCn6mPLnDMXKkxT-fT1YBLw=mo,Perfeito 🟢,5,0,9.49.13-minApi28,2026-06-19 20:59:30,,,9.49.13-minApi28
5af6efe5-f596-40c0-89de-e9dab8374510,Rubem Barbosa,https://play-lh.googleusercontent.com/a/ACg8ocL6UwKuWgnYWQxb3GH4y8zgnE5YEdDzzm0XYV73mb-NwK5ccw=mo,muito bom e prático,5,0,9.49.51-minApi28,2026-06-19 20:54:41,,,9.49.51-minApi28
fc52da9e-2cb8-43c4-a314-7040ca51131a,Valdir Nunes Do Prado,https://play-lh.googleusercontent.com/a/ACg8ocIgV6vEGLavD6X3aH-RKIXPNcrcEISDLLtXhI1apYDrA6Wt5Q=mo,"muito bom crédito rápido,pena que eu mi perdi no uso do cartão",5,0,9.49.13-minApi28,2026-06-19 20:39:25,,,9.49.13-minApi28
3b050441-d109-4c2b-80d7-a1d641399100,Sr. Calbente,https://play-lh.googleusercontent.com/a-/ALV-UjVX5Nlw8nn7wlZAGfnnL1iOo2u2lkkuZB4qvRQpmB92LAiU4754,Obrigatório falar com IA para fazer Pix sendo que antes era somente colocar o valor e a senha. Pior experiência com banco.,1,0,9.49.51-minApi28,2026-06-19 20:35:02,,,9.49.51-minApi28
704f21c1-d69f-413f-8ddf-789a32a454a5,Arthur Vinícius,https://play-lh.googleusercontent.com/a/ACg8ocLITkx3jtwZb1_JAVMJxvqNvMSmSL3KTjA0BYYB7Xv3--UD2A=mo,esse cartão nubank e ótimo,5,0,,2026-06-19 20:14:37,,,
325e5c98-df46-44b6-bac3-4d63e28055b4,Davi Lucas,https://play-lh.googleusercontent.com/a/ACg8ocIeBTcvksWEzCNFr1_DPBkVkAMuWQ2nhW7UlczXkk1ZNf8qBg=mo,hoje uso por que é um aplicativo seguro e bom para todas as idades,5,0,,2026-06-19 20:09:12,,,
fb41f8b7-bb36-4c3c-8a45-b26789a74aa2,Joyce ancelmo Moraes,https://play-lh.googleusercontent.com/a-/ALV-UjW0ahLw9741QkWpbLSRgX55bVjdRimpPBMbzA7M9HKmB0dL95Rx,"essa nunbak faz mais de 4 anos que uso e não meu deu nenhum limite ,,em outros bancos em tenho",2,0,,2026-06-19 20:09:10,,,
7729f97e-24d3-4ab7-8538-cd767ce0795f,Millena Silva,https://play-lh.googleusercontent.com/a/ACg8ocLp1-uoXWaDcqZAZxUnDu-iqEoGXg2dx5d8Xzf07RI8Eyd1qw=mo,Banco muito bom e fácil de mexer,5,0,9.49.51-minApi28,2026-06-19 19:55:13,,,9.49.51-minApi28
bf7a5ce5-884e-4cdf-ab0f-d275f13aa95e,Rian Luiz (Luiz),https://play-lh.googleusercontent.com/a/ACg8ocJPoW2M5mLeRvvLnIQQP7_Mz5Nmvhepm51MIiRcjZZhPS6FwUzv=mo,ótima opção para banco e primeira escolha 👍🏻,5,0,9.49.13-minApi28,2026-06-19 19:40:21,,,9.49.13-minApi28
375328b5-b714-415e-8701-bf7d3a12cb76,Ivani Souza,https://play-lh.googleusercontent.com/a-/ALV-UjWVAa1KFmQFlMEE-4HfFWdfc2pJLY1xFja6IX51pO6m4E1pV_W8Ww,"Eu amo o NUBANK e seus IAs e seus atendentes, que são muito eficientes e gentis🥰🥰🥰 Indico para todos meus amigos, filhos etc",5,0,9.49.51-minApi28,2026-06-19 19:36:28,,,9.49.51-minApi28
326fa72b-c965-495a-a60c-48305df50198,Elessandra Pereira,https://play-lh.googleusercontent.com/a-/ALV-UjV9c-aJI0-SqjjYMzJe5xbcSU4dfKZ4IPWoppmh2akuZWZLpz64,não tive problema nenhum até agora com a nubank,3,0,9.49.51-minApi28,2026-06-19 19:33:54,,,9.49.51-minApi28
d1984307-6173-4f7a-aac0-86825b0d23e5,Gustavo Lacerda,https://play-lh.googleusercontent.com/a/ACg8ocL6x95O-iQlMYERl73gLAgHj-5YXrK0Fjb23RWM80Ia6usU4Q=mo,boa,5,0,9.49.13-minApi28,2026-06-19 19:30:20,,,9.49.13-minApi28
b02c4f24-9bec-49cd-82cd-dbd5afb39be4,Bernardo,https://play-lh.googleusercontent.com/a/ACg8ocKwXoEmtV2vvFs8n6CS-XIri7IH38N6rmH1lhRR_a7-PDBHsQ=mo,👍,5,0,,2026-06-19 19:27:48,,,
9ac67aa7-da81-48a0-bd33-b5398fc083a3,Laise Carvalho,https://play-lh.googleusercontent.com/a/ACg8ocJ4faj42um7H0nPGxiybi_Ch_QA-07BcnGBG2SD0GRBGPA6zA=mo,aplicativo ótimo pra usar,5,0,9.49.13-minApi28,2026-06-19 19:23:41,,,9.49.13-minApi28
1fb31447-446f-4b3d-9166-996056ab7c7e,Antonio Júnior,https://play-lh.googleusercontent.com/a-/ALV-UjWQ8NIXDZH_ls5tLiH2RdSTlHMwCyzWQjD1dHwxj9UsSQiIRZ4pbw,Escaneio um qr code para pagar com Pix e fica numa tela preta. Espero e nada. Poco M8 5g,1,0,9.49.51-minApi28,2026-06-19 19:23:24,Estamos passando por uma oscilação nessa função e já estamos trabalhando para resolver. Mantenha seu app atualizado.,2026-06-20 10:32:30,9.49.51-minApi28
cb7493c2-9985-4f80-b0e3-51bfbb461749,Satoru_Gojo,https://play-lh.googleusercontent.com/a-/ALV-UjVCZdXMbWZbKtSZCnLJnhKDHLUIx2Tdin1ia2v3Idl-PIu99vA,Muito bom,5,0,9.49.51-minApi28,2026-06-19 19:19:35,,,9.49.51-minApi28
3e99e1be-2587-4ab6-93f5-b5dac832f245,Eliese Fernandes,https://play-lh.googleusercontent.com/a-/ALV-UjWvKRUEDtIPxo_BzoOxE6cmynLcO60XTUywWNGxSQ_bQ-IBW-Qd,ótimo,5,0,9.49.51-minApi28,2026-06-19 18:55:57,,,9.49.51-minApi28
54289c3b-8d21-47d9-83f6-b75f16c74f71,O Comentador,https://play-lh.googleusercontent.com/a-/ALV-UjWaOn8GGD47AuiEw4XKF82NVp5k9s8tCOdJ067bcd77jzNUu5xu,Nunca tive problemas... ótimo banco,5,0,9.49.51-minApi28,2026-06-19 18:49:23,,,9.49.51-minApi28
a780c7df-c352-4bcc-867b-cb3b08464344,Jane de Araújo Leite,https://play-lh.googleusercontent.com/a/ACg8ocIjLgMzjIeDkf14fdriHh13EKH_LgjSRBE7xIblYzcZPmZX_g=mo,ótimo,5,0,9.49.51-minApi28,2026-06-19 18:39:27,,,9.49.51-minApi28
059b9a1d-2bd5-4255-879f-2c40bdd428ac,Gabriel Beltrex,https://play-lh.googleusercontent.com/a/ACg8ocJBUUQJcSIT7qjM2QHY8CdJmkuuVVJRcY7nd3vukM1wic4H8g=mo,Gratidão,5,0,9.49.51-minApi28,2026-06-19 18:39:13,,,9.49.51-minApi28
9773d8b4-b48d-4584-a3c8-2f49109d39a2,Paulina Araújo de Jesus,https://play-lh.googleusercontent.com/a-/ALV-UjV-2ICRiWHP7UaLxCYLUvzlpLhyIvc8PpgiG1YuIzZqZ5Ru1XLieg,O problemado ee o limite que não aumenta er pessimo,1,0,9.49.13-minApi28,2026-06-19 18:37:20,,,9.49.13-minApi28
cf85525f-c726-4b74-83aa-9ffdb263a170,Marlene da Silva Moura,https://play-lh.googleusercontent.com/a/ACg8ocLvcNzJ1lcQscigKKRfWG9o2Z4UUX_vcgke__SeAg0SYJj6-w=mo,ótimo,5,0,,2026-06-19 18:34:11,,,
1906f4ea-aa7d-443b-ada4-df5841ea16b3,Ronnie Bisterço,https://play-lh.googleusercontent.com/a/ACg8ocL_RFf1B9raTAJ-a5iZU08kNo94SOBsPzoojuMPgZttnI6dww=mo,só eu que está dentro problema para receber pix?,1,0,9.49.13-minApi28,2026-06-19 18:25:08,,,9.49.13-minApi28
70806c71-9894-448a-81c4-10da3286aa0e,Iracema Cema,https://play-lh.googleusercontent.com/a-/ALV-UjVbNyL5kARQAII_FSnXia6WmSzk3SnBmnkjWubhPGdpPfr8R0ZJ,paguei a dívida e já tem uns meses nada de crédito sempre movimento a conta é até agora nada,5,0,9.49.51-minApi28,2026-06-19 18:20:29,,,9.49.51-minApi28
5af1ce4d-398a-4d64-bfc4-3699ea975920,Walter Chagas,https://play-lh.googleusercontent.com/a/ACg8ocLATxjrBXM0PNRpAOtM2io27JyUp1kM6k65KRQoRPW6IFBsWA=mo,foi o melhor cartão de crédito que apareceu até hoje.,5,0,9.49.51-minApi28,2026-06-19 18:11:11,,,9.49.51-minApi28
8f77c8d4-404c-4bd0-a58e-69e322e2435e,Ivan Felipe Almeida,https://play-lh.googleusercontent.com/a-/ALV-UjUFO6r-9sSJ7TBj6DriGb7XTdyLG2Xt0u59wa0CXeSMXkJV-1s,"o banco é bom mas quando vc mais precisa ele não ajuda, vc paga adiantado os empréstimos e não libera mais cartão mesma coisa pago em dia tudo em ordem limite reservado e tudo e não aumenta o limite",3,0,9.49.51-minApi28,2026-06-19 17:53:00,,,9.49.51-minApi28
ef1c8b47-9da9-4dee-8abb-b0f187853917,SUCATAO 96,https://play-lh.googleusercontent.com/a-/ALV-UjWkQi02bcboXR2fNMsHYDO3GjFsM0jc__rVfTPBNTZcNyBqaXa8,ótimo banco pena que eu fui roubado e atrasei o pagamento e perdi meu Roxinho,5,0,9.49.51-minApi28,2026-06-19 17:42:49,,,9.49.51-minApi28
b58d6320-8fcb-4a62-be8d-e8fe50e9892b,Marcio Gomes,https://play-lh.googleusercontent.com/a-/ALV-UjXl1w3zBWIGHixcumXcK9o3qrywhSECjzIJhw-k5MJJstgLxuRjYA,fácil de usar,5,0,9.49.13-minApi28,2026-06-19 17:40:02,,,9.49.13-minApi28
e76858f2-1ecb-4d64-8cea-566b9b3af355,Luis Carlos,https://play-lh.googleusercontent.com/a/ACg8ocJLWFrX9lthLQTu1V37QHwMvg9sXJjxP1h7VCkHFmQF5rabFQ=mo,bom,3,0,9.49.51-minApi28,2026-06-19 17:31:27,,,9.49.51-minApi28
d413c012-e970-41d7-8999-2cf87bc33667,Paulo Henrique,https://play-lh.googleusercontent.com/a/ACg8ocJHSkItWX1DGgtNcwhbLdWLrNR5pjM4DcBK6QGko1_HnZuE9Q=mo,muito bom,5,0,9.49.13-minApi28,2026-06-19 17:31:11,,,9.49.13-minApi28
cf56a89c-9e13-49d2-80fb-9ef4d930390e,Leandro Reich,https://play-lh.googleusercontent.com/a-/ALV-UjWc1udBjFeOdWH43hFhfAYmuueCyAIclM7yiQFoQUM3J5hESCNtlQ,Fácil de usar,5,0,9.49.51-minApi28,2026-06-19 17:30:33,,,9.49.51-minApi28
507a19fb-f4c7-4e7b-905b-9b6eabb96a6a,Nazielly Corrêa Barbosa,https://play-lh.googleusercontent.com/a-/ALV-UjXSMIutHp_OtJ0XcL2-0-BEM6Pc2Sap5joRjw0r0735Zg1EfA,muito bom,5,0,9.49.13-minApi28,2026-06-19 17:22:17,,,9.49.13-minApi28
69e43f18-081c-4290-8704-c6fe18b53ac7,Matheus Michel,https://play-lh.googleusercontent.com/a/ACg8ocLSG0pyVDfofscm-4q5SJ-eFYGV4tHyfa67ZTE9zzX2KhijoQ=mo,E muito bom,5,0,9.48.64-minApi28,2026-06-19 17:21:48,,,9.48.64-minApi28
22d595d5-21d4-417f-8ed5-6216b31f2bcc,Antony Morais,https://play-lh.googleusercontent.com/a-/ALV-UjXZaGzdGhq_Hr_BXjmTMFhd9xW5z0JY38eBT0vN4W_B9Oc9kyg,travando muito,1,0,9.49.51-minApi28,2026-06-19 17:12:41,,,9.49.51-minApi28
debea5ee-f03b-4be6-81c9-fe83824b7591,Luiz Carlos Pereira Lima,https://play-lh.googleusercontent.com/a-/ALV-UjVPRMPr7SE38grXiXIQmCP4PTCwwG2KvSnITSB1sDZZpYsgnqwDhg,"até aqui, satisfeito!",5,0,9.49.13-minApi28,2026-06-19 17:12:08,,,9.49.13-minApi28
f99f5dc7-5cac-4f7e-b1bc-a8e68312bc51,Leliane Soares,https://play-lh.googleusercontent.com/a-/ALV-UjWGrqTyQ8p0DPmhMs2C1Zts4ZZJ7JCtfxFy4x7IHnScI7704K_8,muito bom,4,0,9.35.60-minApi28,2026-06-19 17:07:56,,,9.35.60-minApi28
dc5db1af-2c20-496b-be1f-d4e129ad83ea,WILLIAN Padilha,https://play-lh.googleusercontent.com/a/ACg8ocJ6ByjLMJ5cu9y26K1IA_hvihoceyKvhxXUCRiVEVbrlTWO_M0=mo,depois de pagar o cartão atrasado eu estou em analise a 6 meses nao recomendo,1,0,9.49.51-minApi28,2026-06-19 16:53:45,,,9.49.51-minApi28
9fc7c326-6adb-4055-924c-c1d5a51a0b30,Mariza Ballaka,https://play-lh.googleusercontent.com/a/ACg8ocLH5d7OHRLf1A57GV2lEs44_wGFiDbc6q3kf2XMbzKofBBURw=mo,amor,5,0,9.49.13-minApi28,2026-06-19 16:50:48,,,9.49.13-minApi28
92bfad76-1ce0-4122-b047-7034e2e34906,Gabriel De Souza Gonçalves,https://play-lh.googleusercontent.com/a-/ALV-UjVbLC0E702JgjWKKw3rnSHM8brJQLMb2shwq6s7GpGCL3t7dzYz,"ótimo banco, desde o primeiro dia de conta gostei bastante dessa empresa",5,0,9.49.13-minApi28,2026-06-19 16:40:08,,,9.49.13-minApi28
a95b5ac3-1b8a-46c1-8cee-9f028dd7ee6c,Cristiano Rene,https://play-lh.googleusercontent.com/a-/ALV-UjXTw2K6ayNA5yX67C0YMW7vcVx38h5Zj155eUCClrSdxhmCJK4-iQ,ótima,5,0,9.48.64-minApi28,2026-06-19 16:34:46,,,9.48.64-minApi28
5d9947e0-b3da-49e6-b132-fd0f4994cb4d,Maria das Candeias,https://play-lh.googleusercontent.com/a/ACg8ocI7m1S8PE-XZgAVSQanPvzEsJP-3kg5Ri0f4Yj31wQCtIP3Uw=mo,esse cartão Nubank er excelente,5,0,9.48.64-minApi28,2026-06-19 16:33:50,,,9.48.64-minApi28
434ec058-65a4-40e6-a8b9-fe452857392d,Midian Silva castro,https://play-lh.googleusercontent.com/a/ACg8ocLpzuXAjAXkV17YhpTEt7XMjBUMtKo_Tw2eOPOxxb5aA_F_MQ=mo,incrível,5,0,9.49.13-minApi28,2026-06-19 16:32:16,,,9.49.13-minApi28
a182ff80-a903-4e73-b9f2-a7682811df5c,Sophia Souza,https://play-lh.googleusercontent.com/a-/ALV-UjU-HxElxXZrtmgcqdA5ZQNWXaC0GDpGm2C-FvmNfVWPg8iCqHpnGA,"Muito bom, é um ótimo banco",5,0,9.49.13-minApi28,2026-06-19 16:30:06,,,9.49.13-minApi28
59152351-0057-4920-8fcd-48a7a4ddb1eb,Lia Souza,https://play-lh.googleusercontent.com/a-/ALV-UjUCXEOU7bt6BPgednGK4m70G8UGr-5om4fL35Jf9BNkXQZmDps9,não estou conseguindo acessar o aplicativo,1,0,9.49.51-minApi28,2026-06-19 16:16:45,"Reinstale o app, ative e desative o modo avião e reinicie o aparelho. Abra o app do Nubank, toque em “Começar” e digite seu CPF para prosseguir com o login. Se o erro persistir, ligue para verificarmos: 4020 0185 (Capitais) ou 0800 591 2117 (Demais regiões).",2026-06-19 17:06:31,9.49.51-minApi28
77f7148e-8cac-4fa4-8e54-eff5db01e974,Josinaldo Silva,https://play-lh.googleusercontent.com/a/ACg8ocLWcZ3InJxwLyA9tLQ1J8KV7aHxacl64SiabjqCxLpODUfVWw=mo,aplicativo muito bom,5,0,9.49.13-minApi28,2026-06-19 16:11:03,,,9.49.13-minApi28
83336692-d16b-4c1c-a015-5cc16fc12d9e,Edvaldo Jesus,https://play-lh.googleusercontent.com/a/ACg8ocKNFQXe_nNLaKQ_dYobjuTcCuZCIIgqbUOINybuzujtcxvopQ=mo,bom,5,0,,2026-06-19 15:56:25,,,
47cecedd-bb5a-4948-8e5d-037011305e7e,Jason Pereira Barbosa,https://play-lh.googleusercontent.com/a/ACg8ocJaeSXNNfSXRkOJqkQpWvW7YLql3O_e23QhLOuwrYsual1zRTA=mo,não tá abrindo.,2,0,9.49.51-minApi28,2026-06-19 15:52:39,"Reinstale o app, ative e desative o modo avião e reinicie o aparelho. Abra o app do Nubank, toque em “Começar” e digite seu CPF para prosseguir com o login. Se o erro persistir, ligue para verificarmos: 4020 0185 (Capitais) ou 0800 591 2117 (Demais regiões).",2026-06-19 17:05:39,9.49.51-minApi28
642aadfa-2f0b-4339-b82a-ffe9c106a143,Eliege Santos,https://play-lh.googleusercontent.com/a/ACg8ocLva0thql342mvrtcSwkcsHJKmhNNBy8uCUkG1rTPewUeuvjg=mo,Continua sempre em evolução.,5,0,9.49.51-minApi28,2026-06-19 15:47:16,,,9.49.51-minApi28
2af3cf68-a28a-432b-bb0a-135dd1735a86,Glaucia Silva,https://play-lh.googleusercontent.com/a-/ALV-UjUorS21u3nyhAT0BkU-0_TnjNaBTphLd41r9h-hp2HvSLuA-Vs,ótimo atendimento,5,0,9.49.51-minApi28,2026-06-19 15:46:58,,,9.49.51-minApi28
93014227-37d8-4e71-8033-3b1ba1ab1eb4,Alice machado Costa,https://play-lh.googleusercontent.com/a/ACg8ocJHPLmm2BokamcOYpx3-Dgo4QaoQMlyOyl2kKRVi90Tk2__cw=mo,a melhor que eu já tive,5,0,9.49.13-minApi28,2026-06-19 15:35:55,,,9.49.13-minApi28
e0ff17cc-083a-424d-ba68-79289078e101,Matheus Carneiro,https://play-lh.googleusercontent.com/a-/ALV-UjVKq8LpWI88LNBiRG80-ZJUV6B_WkXo71PTuSTOp6BF73D11peXjQ,O app exibe apenas uma tela em branco após ler o QRcode.,3,0,9.49.51-minApi28,2026-06-19 15:30:01,"Matheus, se o app não instala, pode ser pouco espaço no celular, Android abaixo da versão 6.0 ou algum erro da Play Store. Tente liberar espaço, atualizar o sistema, limpar o cache da Play Store e reiniciar o aparelho.",2026-06-19 15:22:25,9.49.51-minApi28
6d3d52ae-7475-4fc8-b543-78f24261bc01,nemercio marçal vieira,https://play-lh.googleusercontent.com/a/ACg8ocJJJMlo3T4uXp1yGJURsC_UIokZBCXYJbSt9gtO5p04DKIrsQ=mo,top.de excelência.,5,0,,2026-06-19 15:28:11,,,
0316505e-0d42-4e62-abe2-ea4c159b9ef2,Marcelino Filho,https://play-lh.googleusercontent.com/a-/ALV-UjXkNXmCKLPtQX1CCsU8MH6S6cmcGWpBDOFgbJuNyZ2vS2uH1eM,Ótimo Banco fácil de ultilizar!,5,0,,2026-06-19 14:52:59,,,
43fe2dd5-f8e1-462c-adc7-f46a29036fa7,juçara Campos,https://play-lh.googleusercontent.com/a/ACg8ocIetf2u9vB76Odu_qlArAxXFd_2qj6zb727gZX0JYEcHQVX6A=mo,não estou conseguindo ler o Qrcode para pagamento no pix,4,0,9.49.51-minApi28,2026-06-19 14:50:16,,,9.49.51-minApi28
1dea4054-687d-4008-ad8c-fb45ed6691bf,Lindalva Gomes Bringel Gomes Bringel,https://play-lh.googleusercontent.com/a/ACg8ocKtAxfqD36n4lercpP2cla0MmZdxueF2i96Qkv5ybmJermU-g=mo,ótimo,5,0,9.49.13-minApi24,2026-06-19 14:45:37,,,9.49.13-minApi24
6784a971-6fc0-4068-9042-604eeae09e97,maria silva,https://play-lh.googleusercontent.com/a-/ALV-UjUsm_eaU0TwsFc7WOIQN99LLsFKpioFbPU7PixwEjUKuA9HIJg,ótima,5,0,9.48.64-minApi28,2026-06-19 14:38:17,,,9.48.64-minApi28
028a25d6-6aea-43aa-a38f-e9aa3b770d45,Ruan Ferreira,https://play-lh.googleusercontent.com/a-/ALV-UjUJH0F8iexibjCgBIBzdfoZyDIoTeYwLD0okq0Se3sKo83fcS0,bom 👍,5,0,9.49.13-minApi28,2026-06-19 14:22:47,,,9.49.13-minApi28
e5573b54-83d2-4427-a34f-8f9c8574915a,Adryana aghata,https://play-lh.googleusercontent.com/a/ACg8ocJMwk7fKQ7gOeohxL2jAw3O68fv7y6gC_bAnWIhbGArBtXPHw=mo,"ótimo banco pra usar no dia a dia ruim dele e que nao aumenta limite,faz tempo que meu limite nao aumenta e sempre pago as faturas em dias nunca atrasei. mudei pra esse banco pra ver se tinha um limite melhor pena que nao aumenta. nubank aumente meu limite ja ta na hora ne,entao esse negócio de investir pra aumenta limite não e bom,da outra vez com score bom passei quase 3 anos so cm 50 reais de limite, ja vie que dessa vez vai ser vai ser anos denovo. vou e tira o que foi investido e muda banco",1,0,,2026-06-19 14:19:21,"O aumento de limite acontece de forma automática, com base na sua análise de crédito e no NuScore, que é a nossa pontuação interna. Ele considera seu histórico com o cartão, pagamentos em dia e outros critérios de mercado.
Para ver seu NuScore, vá até a aba do cartão de crédito na página inicial do app e toque em NuScore.",2026-06-19 13:59:27,
3c084aca-e2f6-43bc-9ea2-f79e8baab806,Tereza cristina Dos santos Alves,https://play-lh.googleusercontent.com/a/ACg8ocJDVDcM7LLwo4Yynd57Cm8bY2I-N4r0kMySrWKd1S7jFHYdUw=mo,Eu gostaria de saber que quando tomamos o empréstimo tem os juros e tem o seguro depois que agente acaba de pagar o dinheiro do seguro teria que voltar pq tomou 10 mil pagamos em 10x vai pra 15 mil e o seguro que pagamos ?,5,0,9.49.13-minApi28,2026-06-19 14:13:53,,,9.49.13-minApi28
1e454cfc-d7d9-40b7-aa44-9c6abd314c84,juan francisco carvajal,https://play-lh.googleusercontent.com/a-/ALV-UjXHhpS-1Dm6DeWFu9lU3_HwixFHvaNLI8r92o7AVgTsEcSquavN2g,top,5,1,9.49.51-minApi28,2026-06-19 14:08:22,,,9.49.51-minApi28
